logFC AveExpr t P.Value adj.P.Val B qval corr.pvals corr.qvals
cg06783197 0.0115283113946611 0.553946546972265 8.62062635018546 2.52461080771588e-15 4.87060924592851e-13 22.4389253452171 3.12054384773192e-13 5.29463347028872e-08 8.97602061041088e-06
cg14215105 -0.0235202802317973 0.587875865239085 -8.61950550343765 2.54245939334545e-15 4.90087322045339e-13 22.4319354675351 3.14114729686453e-13 8.41683910398343e-09 1.57781530754625e-06
cg19733736 -0.018582295161338 0.313147085353024 -8.6179943236405 2.566722094895e-15 4.94324807556446e-13 22.4225120088554 3.16965244339855e-13 8.46174363235292e-09 1.58549115808815e-06
cg02901136 -0.0173803621403316 0.154612626394815 -8.61622349575331 2.59544607854317e-15 4.99639711399691e-13 22.4114703536771 3.2036378554447e-13 8.51466234702426e-09 1.59466076114632e-06
cg26667550 -0.014151229119922 0.783843633848549 -8.61254095595099 2.65620464530509e-15 5.11114183966514e-13 22.3885117849871 3.27711470529893e-13 8.6257503994038e-09 1.61468752026396e-06
cg11935041 -0.0160281914483773 0.635641234996298 -8.61241232703794 2.65835222536857e-15 5.11305506420542e-13 22.3877099339899 3.27824518747966e-13 8.62965619807897e-09 1.61468752026396e-06
cg16356013 -0.0148866730437284 0.184763669220063 -8.61045741852121 2.69120413782085e-15 5.17399750594003e-13 22.3755240123493 3.31722127422874e-13 8.68923046251199e-09 1.62507538310988e-06
cg08594554 -0.0176735561085119 0.136068225846599 -8.60444998766757 2.79470022621297e-15 5.36831883747708e-13 22.3380843220328 3.44319813530307e-13 8.8748351904577e-09 1.65823920121334e-06
cg09058317 -0.0180604708029975 0.822782775421926 -8.59648289136598 2.9380727636155e-15 5.63883573665292e-13 22.2884493273193 3.61816533870225e-13 9.12698815968467e-09 1.70455827210065e-06
cg09716038 -0.0103290577958674 0.837857869435275 -8.59109550695048 3.03913434623418e-15 5.83027217363979e-13 22.2548974435494 3.74088993485007e-13 9.30145926910955e-09 1.73633305474947e-06
cg03859028 -0.012237746423802 0.577493424530728 -8.58896715807215 3.0800037797452e-15 5.90612039671193e-13 22.2416449445249 3.78944444318144e-13 9.37128291934649e-09 1.74855246202185e-06
cg11496569 -0.0236571620120249 0.649581435637322 -8.58208792184853 3.21586815457575e-15 6.16398365493265e-13 22.1988202396465 3.95477596088529e-13 9.60049711852776e-09 1.79048672987087e-06
cg20250250 -0.0182105787017788 0.802598800213747 -8.56920961284943 3.4863961584218e-15 6.67674231389649e-13 22.1186909381043 4.28548355932507e-13 1.00444575632871e-08 1.87241337532949e-06
cg22809683 -0.0226784629998322 0.64939871049038 -8.56820534447744 3.5084175684439e-15 6.716014083027e-13 22.1124445897474 4.31056220805237e-13 1.00799115152275e-08 1.87814847450269e-06
cg11363229 -0.0197640152412206 0.73286210077256 -8.56582191926458 3.56123486146278e-15 6.81417775550552e-13 22.0976214642017 4.37343714760146e-13 1.01645456549147e-08 1.89301120772292e-06
cg07218081 -0.0131927189617226 0.731526723377844 -8.56569337880799 3.56410566431038e-15 6.81672878958883e-13 22.096822090621 4.37494472412953e-13 1.01691297873869e-08 1.89301120772292e-06
cg16558770 -0.0196041280448149 0.159519804813478 -8.55102220393236 3.90731796417575e-15 7.46993601066668e-13 22.0056193729797 4.79402805767196e-13 1.07058736716277e-08 1.99200189227421e-06
cg08134678 -0.0298924328942954 0.328691787367609 -8.55035789166848 3.92361173994562e-15 7.49785291384039e-13 22.0014913536017 4.81180205320205e-13 1.07308232190097e-08 1.99571721413652e-06
cg15068552 -0.0216809842041824 0.565373501693322 -8.55007477157823 3.93057637744896e-15 7.50792586096931e-13 21.9997320960932 4.81812396891939e-13 1.07414736486455e-08 1.99677097373862e-06
cg02037573 -0.0131298686439291 0.83214861181696 -8.54568574188365 4.04012691437307e-15 7.71053786686176e-13 21.9724627772132 4.95013260396108e-13 1.09079109592961e-08 2.02677010442504e-06
cg12724221 -0.0143743452015589 0.170289477505564 -8.54020387811483 4.18121798230451e-15 7.9763749686353e-13 21.9384123936423 5.1206467988181e-13 1.1119340894933e-08 2.06318449152531e-06
cg22760287 -0.0113044582288001 0.788604426503138 -8.53886354856327 4.21645229588777e-15 8.04013072586442e-13 21.9300884744081 5.16142333720056e-13 1.11716436844345e-08 2.07192955984825e-06
cg02765343 -0.00903492224658345 0.848884369358416 -8.53860946887411 4.22316462815276e-15 8.04946798183363e-13 21.9285106157884 5.16726425146158e-13 1.11815856008545e-08 2.07281378415824e-06
cg24688065 0.0159732749511631 0.531442578921942 8.53316200337182 4.36965455093777e-15 8.32152658042034e-13 21.8946863985469 5.34404648025206e-13 7.11116815739139e-08 1.18499944567738e-05
cg26123532 -0.0159692086358156 0.807343607608067 -8.52400559051677 4.62732585015255e-15 8.80844953653213e-13 21.8378544949545 5.65657772327813e-13 1.17678222210946e-08 2.18047981747923e-06
cg03966751 -0.0100769601791776 0.0895056251954605 -8.52262990398858 4.66732022746818e-15 8.88076860208669e-13 21.82931826552 5.70284962524552e-13 1.18245725545643e-08 2.18998224064473e-06
cg01807303 0.0155523003492328 0.575097723506834 8.51909660658215 4.77161969190451e-15 9.07532997618332e-13 21.8073967456209 5.82761536718405e-13 7.4551941905638e-08 1.23820718235791e-05
cg20806175 -0.0165221691818426 0.134903138088821 -8.51725998951967 4.82674480113658e-15 9.17623796580401e-13 21.7960034953278 5.89223722061946e-13 1.20486706206655e-08 2.23045536969521e-06
cg24544808 -0.0246138848108476 0.837696673801428 -8.51622673663013 4.85803456172108e-15 9.23176493211551e-13 21.7895943105632 5.92771623218516e-13 1.20922651478115e-08 2.23749164731176e-06
cg11959387 -0.0145146921638459 0.754786587812147 -8.5153303361363 4.88534301015727e-15 9.27968183722856e-13 21.7840342932174 5.95830701435785e-13 1.21302107737422e-08 2.24347666633253e-06
cg16677191 -0.0286882774123863 0.172790319653966 -8.51426084880693 4.91812376904877e-15 9.3379478715958e-13 21.7774010308283 5.99554091669928e-13 1.21756359391012e-08 2.25083886043596e-06
cg12165551 -0.0123024000864676 0.0978074718049802 -8.51244313916861 4.97433956509851e-15 9.4406406312924e-13 21.7661279415449 6.06129663135234e-13 1.22532234055182e-08 2.26377274666249e-06
cg27220117 -0.0146435328433817 0.742255235611247 -8.51235723534948 4.97701200546649e-15 9.44167075963853e-13 21.7655952091826 6.0617787647977e-13 1.22569020978484e-08 2.26377274666249e-06
cg19990651 -0.0184715513301114 0.655096606336462 -8.51188995395287 4.99157394580853e-15 9.46524540753912e-13 21.7626974068742 6.0767347169657e-13 1.2276931620261e-08 2.26642715550121e-06
cg18625916 -0.0196127169207801 0.870339402027432 -8.51086218969135 5.02375115690245e-15 9.52218847970691e-13 21.7563240736801 6.11311200162841e-13 1.23210984972884e-08 2.27353302975043e-06
cg21215811 0.0113827331452768 0.158604015317031 8.50835795054451 5.10301788522081e-15 9.66724371113888e-13 21.7407963291922 6.20586953544234e-13 7.72873696786549e-08 1.28045373919124e-05
cg10185478 -0.00839344843783104 0.119368254411466 -8.50830707615608 5.10464100576442e-15 9.66724371113888e-13 21.7404808995954 6.20586953544234e-13 1.24315766830971e-08 2.29286272647193e-06
cg07920381 -0.0166912935593552 0.170395064395258 -8.50518819216434 5.20513165165514e-15 9.85334533180228e-13 21.7211449259427 6.32515091675788e-13 1.25677465896277e-08 2.31691099701812e-06
cg19258882 -0.0105129158223664 0.513656659027194 -8.50336303253816 5.26484609430619e-15 9.95788138712412e-13 21.7098310647211 6.39479580731667e-13 1.26481090764095e-08 2.33065357032176e-06
cg16908740 -0.0380312338519945 0.679612610601811 -8.50082989415499 5.3488514052639e-15 1.01124540712687e-12 21.6941303735244 6.49386794185229e-13 1.27604785558544e-08 2.35027868950344e-06
cg17142183 -0.02541956747436 0.131817976166881 -8.50063709098673 5.35529943353889e-15 1.01203289064962e-12 21.6929354430213 6.49873288648415e-13 1.27690711875789e-08 2.35078049798816e-06
cg20297544 -0.0141583827735006 0.0858305168027736 -8.50013062949913 5.3722740733789e-15 1.01480815178524e-12 21.6897966198029 6.5163617732217e-13 1.27916695851096e-08 2.35385911649994e-06
cg13512830 -0.0292512461462456 0.306445417380859 -8.49598399089505 5.51327589414239e-15 1.04099947251315e-12 21.6641007682302 6.68434629702771e-13 1.29781722512632e-08 2.3870819045181e-06
cg02889001 -0.0134167421094021 0.11970364699245 -8.49235259893705 5.63976869451135e-15 1.0644301117761e-12 21.6416024386758 6.83459503637301e-13 1.31436858296426e-08 2.41641543690465e-06
cg07719512 -0.0116336072813853 0.311834476279739 -8.49179892077736 5.65930633716989e-15 1.06766305963131e-12 21.6381725009061 6.85515163897428e-13 1.31691026056412e-08 2.41997762123476e-06
cg08381046 -0.0232635850740094 0.645610468028032 -8.48983084366042 5.72929892108863e-15 1.0804078444378e-12 21.6259814305417 6.93677812479179e-13 1.32598380053393e-08 2.43553410152507e-06
cg04266908 -0.0120848902587999 0.841872122979097 -8.48462640457027 5.91855430935076e-15 1.11420114845698e-12 21.5937491705147 7.16266282275967e-13 1.35027413531334e-08 2.47901334427894e-06
cg09225373 -0.00864739878752424 0.0829750579424432 -8.4833201849992 5.9670194577997e-15 1.12237180333468e-12 21.5856608622671 7.21803465310898e-13 1.3564386436158e-08 2.48919018701344e-06
cg13266496 -0.0140750842203647 0.51978629168495 -8.48301970600858 5.97822381782879e-15 1.12400241893293e-12 21.5838003308063 7.22830396279698e-13 1.3578606032801e-08 2.49065868043537e-06
cg04903089 -0.0129725195248337 0.115195954736887 -8.48256900377535 5.99506889059526e-15 1.12669174739054e-12 21.5810096901441 7.24538107100655e-13 1.35999620280789e-08 2.49343422604336e-06
cg20223237 -0.0159665061932415 0.777851622590306 -8.4805330403548 6.07175199614434e-15 1.14061977689603e-12 21.5684043265955 7.33472753013247e-13 1.36968443097784e-08 2.5100479826325e-06
cg25960854 0.0126733546494024 0.530947079041675 8.4800848148069 6.08876432982124e-15 1.14333119674359e-12 21.5656293889595 7.35194284519925e-13 8.49663252893182e-08 1.39957097493365e-05
cg03380198 -0.0209086520493051 0.520132576520093 -8.4788869686465 6.13446077212858e-15 1.15142426233575e-12 21.5582139206171 7.40376178235747e-13 1.37756671643274e-08 2.5233385357581e-06
cg08772789 -0.0156108648027903 0.138243270959077 -8.47686233807881 6.21247277619018e-15 1.16557346827834e-12 21.5456811825953 7.49451816739841e-13 1.38732267635415e-08 2.54004744866418e-06
cg10166664 -0.0217093620615562 0.139648295216187 -8.4762510373877 6.23621993075891e-15 1.1695339325476e-12 21.5418974147755 7.5197587048582e-13 1.39028158600445e-08 2.54430206912174e-06
cg01937212 -0.0173707444495591 0.225296223509269 -8.47315749798377 6.35778221105779e-15 1.19182743383289e-12 21.5227512303074 7.66287043054093e-13 1.40535041507329e-08 2.57070459279789e-06
cg00903825 -0.0154501572559729 0.119975311135318 -8.47131562884248 6.43127272567876e-15 1.20506779405299e-12 21.511353246575 7.74793920477768e-13 1.41439810445863e-08 2.58607401266519e-06
cg18761976 -0.0258815134156947 0.500507565068938 -8.46954992027073 6.50251531036239e-15 1.21741475621904e-12 21.5004276199817 7.83022410752669e-13 1.42312520651015e-08 2.59965754231268e-06
cg19257562 -0.0118135565514934 0.752383815575968 -8.4688418263083 6.53130480692322e-15 1.22228861786026e-12 21.496046456575 7.86133639821844e-13 1.42663978735859e-08 2.60488989262404e-06
cg26550214 -0.0268188663877819 0.515624702964117 -8.46604158043102 6.64640036721155e-15 1.24330313569633e-12 21.478722227991 7.9962550164082e-13 1.44062207960137e-08 2.62922167636681e-06
cg09712234 -0.0122287846108923 0.107235705082442 -8.46338864146768 6.75729632553182e-15 1.26351466366678e-12 21.4623117397038 8.12600151633684e-13 1.45399255567057e-08 2.65241520728369e-06
cg10876928 -0.01390511687401 0.724401443678928 -8.46195021324083 6.81818962179117e-15 1.27436333191574e-12 21.4534149204231 8.19552719983564e-13 1.46129276800764e-08 2.66451911429371e-06
cg26896946 -0.0112341935277037 0.421409459370593 -8.46135964237025 6.84334770852844e-15 1.27852653172963e-12 21.4497623807661 8.22205546464385e-13 1.46430037291194e-08 2.66878843459653e-06
cg08092258 -0.0144558390044491 0.137732589732234 -8.45904735140565 6.94273950785511e-15 1.29654929186668e-12 21.4354625287541 8.33770891339804e-13 1.47613462173444e-08 2.68913372364789e-06
cg11953516 -0.0166456667161145 0.259368755086003 -8.45790292353487 6.99246010190797e-15 1.30528473536846e-12 21.4283857250144 8.39363358172719e-13 1.48202636520797e-08 2.69863973710297e-06
cg04267082 -0.0147550569426399 0.737399300075779 -8.4551622966292 7.11296907990038e-15 1.32722135430185e-12 21.411440268254 8.53444275786286e-13 1.49622940063461e-08 2.72326436869112e-06
cg05063087 0.0107542897679169 0.128574869930035 8.45013476023974 7.33941647964272e-15 1.36832278423792e-12 21.3803612139964 8.80217724548926e-13 9.39124013625504e-08 1.5387063436625e-05
cg22313519 -0.012758913903954 0.126642987287885 -8.44927181204944 7.37899757595625e-15 1.37477197439235e-12 21.375027516476 8.84313485176327e-13 1.52720876423155e-08 2.77738068750764e-06
cg20287234 -0.0139778541459516 0.138275165426554 -8.44924543964002 7.38021053510337e-15 1.37477197439235e-12 21.3748645181818 8.84313485176327e-13 1.52734886475242e-08 2.77738068750764e-06
cg00451105 -0.0197239197228653 0.719641800351734 -8.44791402516636 7.44170463092374e-15 1.38564477718731e-12 21.3666358296159 8.91280730103881e-13 1.53443823295846e-08 2.78900622073689e-06
cg02399570 -0.0332443692935976 0.110744371473084 -8.4475242958817 7.45980103495229e-15 1.38843119665735e-12 21.3642272542748 8.93046376401613e-13 1.5365195081825e-08 2.7915225908471e-06
cg25117091 -0.0123026858348318 0.65296623298619 -8.44671143864772 7.49768522245768e-15 1.39489666886061e-12 21.3592038586492 8.97178255606702e-13 1.54086931478031e-08 2.79815624062543e-06
cg15235987 -0.0135341703640996 0.121357426172644 -8.44042366359909 7.79725411930453e-15 1.44941309675501e-12 21.3203533365162 9.32605730599262e-13 1.57492655066205e-08 2.85870692298485e-06
cg05114739 -0.0130574210704363 0.620684026362174 -8.44014935054218 7.81059007633423e-15 1.45128358156839e-12 21.3186587281429 9.33781315192839e-13 1.57642900115432e-08 2.8601381366111e-06
cg23552820 -0.0266886688641092 0.847943144336934 -8.43680712544137 7.97490348536189e-15 1.48119382530679e-12 21.2980136711298 9.52997586019961e-13 1.59484790301469e-08 2.89224592499708e-06
cg16615357 -0.0168983500475203 0.471524228502623 -8.43561275015801 8.03445011025105e-15 1.49162863516705e-12 21.290636873256 9.59682645179585e-13 1.6014810279173e-08 2.90296090070228e-06
cg15298486 -0.0100440940910289 0.10139733797315 -8.43448720148549 8.09096883174628e-15 1.50149280192719e-12 21.2836856045529 9.66000200112434e-13 1.60775662685659e-08 2.91301839955299e-06
cg26725638 -0.011752579952656 0.84267373563906 -8.43244368679369 8.19459233982454e-15 1.52008659293828e-12 21.2710661588718 9.77933524391632e-13 1.61921201401087e-08 2.93244757600423e-06
cg27286609 -0.0109145026682612 0.805046580717657 -8.43156659304475 8.23947112952193e-15 1.52777231681494e-12 21.2656502149949 9.82848767372213e-13 1.62415323277306e-08 2.94006714557864e-06
cg12355172 -0.0143796521190399 0.249077035792246 -8.430922949833 8.27255981079202e-15 1.53326639282448e-12 21.2616759627581 9.86353849779841e-13 1.62778866533605e-08 2.94531714546468e-06
cg18352516 -0.0129150791557449 0.18272461694057 -8.42960502290486 8.34072410564353e-15 1.54525420244221e-12 21.2535386976963 9.94036057757047e-13 1.63525746511905e-08 2.95749535954428e-06
cg13093111 -0.0198122167068026 0.142051661811543 -8.42178267178092 8.75692090127933e-15 1.62100660802296e-12 21.2052532041601 1.04317086890951e-12 1.68028271448677e-08 3.03755580693559e-06
cg25215890 -0.0127215732066323 0.58996235439118 -8.42006102166754 8.8512530533204e-15 1.63778473754807e-12 21.19462862827 1.05393665522151e-12 1.69035422100687e-08 3.05438438877086e-06
cg23914026 -0.026619879699134 0.83451980108399 -8.41992889858064 8.85853380207706e-15 1.63844809882372e-12 21.193813316871 1.05433206277721e-12 1.69112956649041e-08 3.05440767765575e-06
cg25838060 -0.013150612227392 0.765467679462367 -8.41929780728059 8.89339261868999e-15 1.64352416438318e-12 21.1899190296921 1.0580079588914e-12 1.69483784075488e-08 3.05972582256496e-06
cg00333528 -0.0119232255205954 0.146024198606019 -8.41584353960261 9.08661574949396e-15 1.67853266650506e-12 21.1686060847972 1.08051206574271e-12 1.71527645713904e-08 3.09522920391632e-06
cg03138970 -0.0165266767129202 0.862307117056109 -8.41219717350629 9.29510249703429e-15 1.71633041700965e-12 21.1461122392551 1.10481030396567e-12 1.73711343596155e-08 3.13322283399103e-06
cg17578639 -0.0166709264097187 0.174693894776767 -8.40809330647939 9.5354260332977e-15 1.75997287612584e-12 21.1208014967126 1.13286927003621e-12 1.76201577611067e-08 3.17670875501513e-06
cg15534212 -0.0230094942402414 0.203800628726295 -8.40688893396569 9.60711678807056e-15 1.77246707076853e-12 21.1133745641235 1.14087749470997e-12 1.76939001288194e-08 3.18856864369091e-06
cg12465678 -0.0180264353365315 0.134935537564867 -8.40229571516575 9.88547042523434e-15 1.82306332332123e-12 21.0850543230752 1.17340955092977e-12 1.79779205764976e-08 3.23829445779007e-06
cg23097878 -0.0198527229167044 0.354626184407637 -8.39881654938765 1.01016213616598e-14 1.86215094291932e-12 21.0636076963258 1.19853241569354e-12 1.81960190616042e-08 3.27610663888372e-06
cg27628340 0.0222662725844757 0.803651641408304 8.39752165848191 1.0183260625522e-14 1.87642025446392e-12 21.0556266422442 1.20768053058363e-12 1.11902974488516e-07 1.81198082442841e-05
cg06754224 -0.0113506433045011 0.142219557207104 -8.39520744070842 1.03307985176445e-14 1.90281548666787e-12 21.0413643829659 1.22463224641478e-12 1.84249992930932e-08 3.315843173273e-06
cg26541218 -0.0150310826963493 0.223398910290697 -8.39425473399357 1.03921504221159e-14 1.91252667183134e-12 21.0354934866144 1.2313567719907e-12 1.84859128086322e-08 3.32531158433804e-06
cg09715285 -0.0158142893102431 0.505036984627971 -8.39314088738344 1.04643376130116e-14 1.92501260001152e-12 21.028629981746 1.23935860734645e-12 1.85573791087403e-08 3.33666891625415e-06
cg21758133 -0.0130403832620394 0.0896496282579416 -8.39074437255931 1.06213433640408e-14 1.95308486507698e-12 21.0138641191262 1.25739446608401e-12 1.8712061543743e-08 3.36146378080193e-06
cg13349035 -0.0120712630198709 0.722399204724535 -8.39054783662168 1.06343224258466e-14 1.95466076820883e-12 21.0126532707929 1.25837145122431e-12 1.87248027418065e-08 3.36224489626176e-06
cg25801976 -0.0115430145663287 0.100709562355271 -8.37461952225445 1.17402199265951e-14 2.15435951270551e-12 20.9145632370972 1.38861639573521e-12 1.97861402475509e-08 3.55122798851446e-06
cg12206846 -0.0120476515383485 0.656895746995191 -8.37431335905083 1.17625573800597e-14 2.15756545882931e-12 20.912678661039 1.39064064979529e-12 1.98071065666922e-08 3.55339901105243e-06
cg00259742 0.0122218389633573 0.54537969534189 8.37370395328883 1.18071447019157e-14 2.16484828223189e-12 20.9089275816985 1.39529245331754e-12 1.21113534511731e-07 1.95010910245631e-05
cg03403093 -0.0140760416338194 0.488759137743826 -8.37178907847749 1.19483405322962e-14 2.18892611085507e-12 20.8971417619871 1.41135163665963e-12 1.99808020294143e-08 3.58295546505568e-06
cg07546654 -0.0171427981813774 0.131835278195377 -8.37158116664031 1.19637715923596e-14 2.19084775931428e-12 20.8958621651869 1.41254768624166e-12 1.99951746752881e-08 3.58392850128768e-06
cg17347253 -0.0187349151905327 0.465797334214212 -8.36683138009258 1.23217297192903e-14 2.25546667927729e-12 20.8666335339336 1.45416649551088e-12 2.03262898647204e-08 3.64164810566854e-06
cg02341139 -0.0187827571583724 0.791193030990649 -8.3633046172868 1.25943685034516e-14 2.30442118079126e-12 20.8449359619157 1.48568380244263e-12 2.05756110940481e-08 3.68466849068069e-06
cg26016267 0.0135421277510109 0.877296046955857 8.35930084890693 1.29111383041977e-14 2.36140671537113e-12 20.8203088670616 1.52237676497637e-12 1.27037783494056e-07 2.03891907430417e-05
cg26014185 -0.0172638219064268 0.874661245593464 -8.35793026568233 1.30213809524353e-14 2.38058765946993e-12 20.8118796955031 1.53469601386596e-12 2.09613105342746e-08 3.75206204849042e-06
cg27601906 -0.0147200762033849 0.750044658192386 -8.35507851595141 1.32537612345433e-14 2.42207296506384e-12 20.794343314573 1.5613930957731e-12 2.11688348435515e-08 3.78751640914748e-06
cg10897459 -0.0105321190958185 0.87623462053699 -8.35303244332981 1.34230183725826e-14 2.45199332976412e-12 20.781763029006 1.58063346862923e-12 2.13189665379023e-08 3.81267504291969e-06
cg25446789 -0.0166410417958573 0.207174465146221 -8.35219095532958 1.34932491170168e-14 2.46380726937251e-12 20.7765895521037 1.58820108798653e-12 2.13810130611708e-08 3.82206513806384e-06
cg13303534 -0.0237583328796539 0.368470599954033 -8.35178992143722 1.35268475554485e-14 2.46892533920447e-12 20.7741240768057 1.59145217814094e-12 2.14106451436828e-08 3.82514975178098e-06
cg25899154 -0.0145722088444362 0.524475915887068 -8.35169904156619 1.35344729516211e-14 2.46930053799079e-12 20.7735653733761 1.59164598196144e-12 2.14173657691059e-08 3.82514975178098e-06
cg03554174 -0.0170626139778936 0.472126452701182 -8.35149022571598 1.35520100743359e-14 2.47148303182897e-12 20.7722816440129 1.59300471318874e-12 2.14328156573668e-08 3.82620326590958e-06
cg21145248 -0.0165791959869295 0.75524332833521 -8.34865518687329 1.37923484935161e-14 2.51427934449524e-12 20.7548542584498 1.6205404197456e-12 2.16436569304924e-08 3.86212172925276e-06
cg12535715 -0.0155383502075109 0.230306957224867 -8.34561480894282 1.40547920666147e-14 2.56106848516115e-12 20.7361676820925 1.65064794655847e-12 2.18720243548479e-08 3.90113420454983e-06
cg08989478 -0.0111195679569323 0.632286467830822 -8.3450619470271 1.41030440466241e-14 2.56775020686589e-12 20.732770057783 1.65558454406842e-12 2.19138032219147e-08 3.90684649096564e-06
cg23115487 -0.0120396819851861 0.115017920892663 -8.34352856882328 1.42377334929771e-14 2.59120904854e-12 20.723347198526 1.67065938522546e-12 2.20300871008017e-08 3.92583072241807e-06
cg07906625 -0.0146558126725968 0.136319140043242 -8.34149698511469 1.4418150660666e-14 2.6229674805913e-12 20.7108640265722 1.69108428366269e-12 2.21850826302034e-08 3.95169354183781e-06
cg15099666 -0.0180911757311015 0.665724480797201 -8.34034490932272 1.45214673966906e-14 2.63851491745229e-12 20.7037856657922 1.70245217703163e-12 2.22734514212197e-08 3.96567083187748e-06
cg25503381 -0.0163648476441949 0.736408110232666 -8.34008707022199 1.45446904258978e-14 2.64165184055648e-12 20.702201563122 1.70442425648798e-12 2.22932758149575e-08 3.96743715547232e-06
cg05238695 -0.0101238586018705 0.765916667933773 -8.33349505170687 1.51510872468008e-14 2.75066065608974e-12 20.6617095057747 1.77470394457612e-12 2.28060175732934e-08 4.05328559205928e-06
cg25449207 -0.0159699245919899 0.137945400861969 -8.3306073797679 1.54245558331105e-14 2.79916227268231e-12 20.6439764281454 1.80594183156602e-12 2.30342443690694e-08 4.09203260747054e-06
cg04333575 -0.017450496927963 0.180547125414775 -8.32945527859927 1.55350229605115e-14 2.81805570759374e-12 20.6369022214009 1.81807606657364e-12 2.31259227720882e-08 4.1064982086589e-06
cg21121843 -0.0144400357108355 0.147091729817997 -8.32930584866802 1.55494081238874e-14 2.81951153229468e-12 20.635984715447 1.81896003078975e-12 2.31378397737236e-08 4.10679393773677e-06
cg03330558 -0.0130053866228867 0.667587368647067 -8.32705186093459 1.57680015273568e-14 2.8579792858305e-12 20.6221460698106 1.84372087963643e-12 2.3318325183258e-08 4.13699578915426e-06
cg07955474 -0.0158091571619324 0.451923539092856 -8.32669597903557 1.58027926136006e-14 2.86311470490353e-12 20.6199612472955 1.84697778648929e-12 2.33469476189661e-08 4.14024022071128e-06
cg13533061 -0.0139608766753279 0.178327907672665 -8.32380316335344 1.60884331227401e-14 2.91248596059692e-12 20.6022033537275 1.87953741590718e-12 2.35808861475832e-08 4.17987548136518e-06
cg21951612 -0.00944056039121073 0.874729997761671 -8.32239764902042 1.62290573666899e-14 2.93674398002572e-12 20.5935764773985 1.89513433355168e-12 2.36953745980829e-08 4.19831169256165e-06
cg09057412 -0.0117712511602093 0.754949851510326 -8.32093642308117 1.63765477617001e-14 2.96222416881584e-12 20.5846083720207 1.91151901311436e-12 2.38149776228122e-08 4.21763739509186e-06
cg19690214 -0.0450172017047414 0.180304601037437 -8.31570782599394 1.69152699118239e-14 3.05717472207413e-12 20.5525244948248 1.97353504720078e-12 2.42478010929316e-08 4.29239291034515e-06
cg15829423 -0.0175616756967524 0.831629335613801 -8.31301074983388 1.71999916117591e-14 3.10736702572963e-12 20.535978303861 2.00587504272202e-12 2.4474063969299e-08 4.33053278005366e-06
cg22126032 -0.0147470472203837 0.1017714799156 -8.31105227269729 1.74097146500879e-14 3.14397462826854e-12 20.5239648916126 2.02944415259599e-12 2.46396573929768e-08 4.35790863094731e-06
cg08583277 -0.0183790710865178 0.687610854536237 -8.3091904782395 1.7611434326471e-14 3.17910770242928e-12 20.5125457661402 2.05206009233177e-12 2.4798091977695e-08 4.38206089480703e-06
cg25930440 -0.0122920470010055 0.507897713337203 -8.30150515799625 1.84689295365531e-14 3.33118476753235e-12 20.4654213397254 2.15103288313225e-12 2.54627086456557e-08 4.4975211310898e-06
cg24996440 -0.0112113368853296 0.61776329746754 -8.29638335116806 1.90632532910459e-14 3.43698285504631e-12 20.4340270910573 2.21928156182065e-12 2.59152777451556e-08 4.57544178312702e-06
cg00049440 -0.0133335542127336 0.134228937295534 -8.29332558361472 1.94270683003753e-14 3.49972991240349e-12 20.4152887649941 2.26064723743932e-12 2.6189206487666e-08 4.62176803583711e-06
cg07915516 -0.0106093309365517 0.334237314951955 -8.2931027067298 1.94538538760916e-14 3.50313179737377e-12 20.4139230786145 2.26277518844749e-12 2.62092831775586e-08 4.62327440625301e-06
cg09939948 -0.0136026950820256 0.0847495527334197 -8.29286141241043 1.94828941543511e-14 3.5069367682413e-12 20.4124445581773 2.26516342220759e-12 2.62310358756535e-08 4.62507496560093e-06
cg00175838 0.0130604523208911 0.507872188267997 8.29042278133782 1.97788112108555e-14 3.55875719149476e-12 20.3975030879468 2.29856424705784e-12 1.59505208374925e-07 2.52660703744235e-05
cg05412459 0.0249669924364871 0.449555752006904 8.28486548912919 2.0469914092586e-14 3.6816116241928e-12 20.3634613357067 2.37784180417223e-12 1.62451994001259e-07 2.56719432930676e-05
cg21171320 -0.0138939594815068 0.147592510825586 -8.28470064076702 2.04907760630889e-14 3.68386927873559e-12 20.3624517046179 2.37922713112022e-12 2.69772180322966e-08 4.75454966447235e-06
cg26894079 -0.0152266583086088 0.142141213854757 -8.28214758967603 2.08165750011699e-14 3.74092500777002e-12 20.3468164836002 2.416002688768e-12 2.72148912434091e-08 4.79222128919653e-06
cg25936902 -0.0128802926210597 0.177344122829877 -8.27769181639911 2.1397531236781e-14 3.84376997308628e-12 20.3195341826901 2.48234723018291e-12 2.76346113249858e-08 4.86399102601855e-06
cg03348161 -0.0184590222089279 0.120980107284342 -8.27400271819999 2.18906665203037e-14 3.93076220188112e-12 20.296951404821 2.53845022832599e-12 2.798689772536e-08 4.92167382698121e-06
cg02074956 0.0123754720507041 0.532487951728605 8.27184117167535 2.21848255134683e-14 3.98173833155835e-12 20.2837217268114 2.5712133374905e-12 1.69567627560562e-07 2.67226214627435e-05
cg18041271 -0.020027174682611 0.224896174832381 -8.27178502584068 2.21925182303519e-14 3.98173833155835e-12 20.2833781097294 2.5712133374905e-12 2.82007835266211e-08 4.95710949261869e-06
cg15497834 -0.010352037843652 0.118509450858913 -8.269085503113 2.25655250020372e-14 4.04702467049077e-12 20.2668581104685 2.61329250030873e-12 2.84632975637804e-08 5.00105957482426e-06
